"","pid","sex","dobm","doby","memorig","plbornc","race","paju","maju","lprnt","lnprnt","ch1bm","ch1by","scend","bwtgm","pagold","pargsc","magold","margsc","j1gold","j1rgsc","fsource","children","ssex2","ssex3","twin1","twin2","twin3","age"
"1155",13718223,"female","october",1953,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","sml props w/o employees","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,56
"1156",13720481,"female","october",1953,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","partly skilled occ","foreman,technicians","skilled manual","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,56
"1157",13726056,"female","december",1947,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","partly skilled occ","semi,unskilled manual workers","unskilled occ","inapplicable","inapplicable","Wave 2",4,1,1,NA,NA,NA,62
"1158",13728296,"female","september",1954,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,lower grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,55
"1159",13733923,"female","june",1944,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,65
"1160",13736167,"female","december",1940,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled manual","sml props w/o employees","unskilled occ","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,69
"1161",13738402,"female","march",1946,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,63
"1162",13739522,"female","september",1934,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","service class,higher grade","managerial & technical occ","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,75
"1163",13742876,"female","june",1940,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,18,"not applicable","routine non-manual employees","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,69
"1164",13743996,"female","november",1938,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,71
"1165",13746243,"female","march",1948,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","farmers,smallholders","managerial & technical occ","service class,lower grade","managerial & technical occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,61
"1166",13750712,"female","december",1953,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","foreman,technicians","armed forces","personal service workers","skilled non-manual","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,56
"1167",13754076,"female","august",1952,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","armed forces","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,NA,NA,NA,NA,57
"1168",13755196,"female","january",1958,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","foreman,technicians","armed forces","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,51
"1169",13759671,"female","november",1948,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,61
"1170",13764152,"female","august",1950,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,14,"not applicable","semi,unskilled manual workers","partly skilled occ","routine non-manual employees","skilled non-manual","inapplicable","inapplicable","Wave 2",3,1,1,NA,NA,NA,59
"1171",13767518,"female","june",1948,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,17,"not applicable","farmers,smallholders","managerial & technical occ","farmers,smallholders","partly skilled occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,61
"1172",13768638,"female","january",1944,"original sample",61,"other ethnic grp","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,18,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,65
"1173",13769758,"female","january",1938,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,71
"1174",13773089,"female","november",1951,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","foreman,technicians","armed forces","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,58
"1175",13775359,"female","february",1957,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,lower grade","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,52
"1176",13780948,"female","july",1941,"original sample",67,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,17,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,68
"1177",13784277,"female","march",1936,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,lower grade","skilled non-manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,73
"1178",13786547,"female","october",1935,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","service class,higher grade","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,1,NA,NA,NA,NA,74
"1179",13787632,"female","july",1936,"original sample",-8,"white","father deceased","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,73
"1180",13789872,"female","august",1939,"original sample",-8,"white","father not work","mother not work","not applicable",-8,"not applicable",-8,19,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,70
"1181",13791028,"female","september",1937,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","semi,unskilled manual workers","partly skilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,72
"1182",13792148,"female","missing",1948,"original sample",-8,"inapplicable","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,-8,"not applicable","not applicable","inapplicable","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,61
"1183",13793268,"female","october",1958,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","skilled manual","foreman,technicians","skilled manual","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,51
"1184",13796593,"female","april",1945,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,64
"1185",13797719,"female","june",1953,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,NA,NA,NA,NA,56
"1186",13802216,"female","november",1945,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,64
"1187",13806696,"female","march",1960,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,49
"1188",13808931,"female","august",1950,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","foreman,technicians","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,59
"1189",13819011,"female","december",1948,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","Wave 2",2,NA,NA,NA,NA,NA,61
"1190",13821253,"female","september",1956,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,16,"not applicable","agricultural workers","partly skilled occ","semi,unskilled manual workers","partly skilled occ","inapplicable","inapplicable","Wave 2",2,1,NA,NA,NA,NA,53
"1191",13822349,"female","may",1949,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","skilled manual workers","skilled manual","not applicable","inapplicable","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,60
"1192",13823493,"female","november",1950,"original sample",-8,"white","inapplicable","inapplicable","not applicable",-8,"not applicable",-8,15,"not applicable","foreman,technicians","skilled manual","personal service workers","managerial & technical occ","inapplicable","inapplicable","No children",0,NA,NA,NA,NA,NA,59
"1193",13824619,"female","december",1939,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,16,"not applicable","semi,unskilled manual workers","unskilled occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",3,NA,1,NA,NA,NA,70
"1194",13826816,"female","january",1949,"original sample",-8,"white","inapplicable","mother not work","not applicable",-8,"not applicable",-8,15,"not applicable","farmers,smallholders","managerial & technical occ","not applicable","inapplicable","inapplicable","inapplicable","Wave 2",1,NA,NA,NA,NA,NA,60
