"","idhous99","idpers_new","idpers","sex","birthm","birthy","age","marstat","intlang","religion","disrel_fr","health","work","income","cfriends","reading","inchild","children","education","fath15","moth15","stepp15","sib15","inear15","ocfath15","edufath","mthwk15","ocmth15","edumth","fathpol","mothpol"
"328",24331,1,2433101,"woman",9,1941,58,"widower/widow","german","protestant or reformed church","never","not very well","active occupied",-2,8,"every day",0,0,"general training/apprenticeship","yes","yes","inapplicable","yes","father","technicians and associate professionals",3,"yes",NA,"compulsory or less","left","left"
"329",24361,1,2436102,"woman",12,1924,75,"married","german","protestant or reformed church","never","well","not in labor force",25920,2,"every day",0,4,"high school","yes","yes","inapplicable","yes","father","technicians and associate professionals",5,"no","technicians and associate professionals","general training/apprenticeship","no particular tendency","centre"
"330",24371,1,2437102,"woman",3,1939,60,"married","german","protestant or reformed church","","well","active occupied",33800,4,"every day",0,2,"general training/apprenticeship","yes","yes","inapplicable","yes","father","service workers, market sales workers",5,"yes","service workers, market sales workers","general training/apprenticeship","innaplicable","innaplicable"
"331",24401,1,2440102,"woman",5,1946,53,"married","french","protestant or reformed church","","well","active occupied",-2,1,"every day",0,0,"general training/apprenticeship","no","no","inapplicable","no","father","service workers, market sales workers",NA,"no",NA,"compulsory or less","no particular tendency","no particular tendency"
"332",24521,1,2452102,"woman",6,1943,56,"married","german","roman catholic","","well","not in labor force",-4,NA,"every day",1,4,"domestic science course, 1yr","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"no",NA,NA,"innaplicable","innaplicable"
"333",24601,1,2460102,"woman",2,1946,53,"married","german","protestant or reformed church","","well","active occupied",14400,2,"every day",0,2,"general training/apprenticeship","yes","yes","inapplicable","no","both equally","craft and related trades workers",5,"yes","service workers, market sales workers","general training/apprenticeship","no particular tendency","centre"
"334",24611,1,2461101,"woman",2,1943,56,"married","german","protestant or reformed church","never","not very well","not in labor force",-4,1,"every day",0,2,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",5,"no",NA,"compulsory or less","innaplicable","innaplicable"
"335",24811,1,2481102,"woman",10,1951,48,"married","german","protestant or reformed church","","well","active occupied",14300,4,"at least once a week",2,2,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"yes","service workers, market sales workers","general training/apprenticeship","centre","centre"
"336",24911,1,2491101,"woman",5,1953,46,"divorced","german","roman catholic","","well","active occupied",155164.1,1,"every day",1,2,"university/postgrad","yes","yes","inapplicable","yes","father","professionals",15,"no","service workers, market sales workers","high school","right","centre"
"337",24991,1,2499101,"woman",7,1948,51,"divorced","german","roman catholic","","well","active occupied",-3,NA,"every day",2,4,"general training/apprenticeship","yes","yes","inapplicable","yes","father","technicians and associate professionals",3,"yes","service workers, market sales workers","general training/apprenticeship","other","no particular tendency"
"338",25031,1,2503101,"woman",1,1915,84,"widower/widow","german","protestant or reformed church","","well","not in labor force",-3,3,"every day",0,2,"university/postgrad","yes","yes","inapplicable","yes","father","professionals",15,"no",NA,"university/postgrad","innaplicable","innaplicable"
"339",25151,1,2515101,"woman",5,1951,48,"married","german","roman catholic","never","well","active occupied",-2,4,"every day",2,2,"high school","yes","yes","inapplicable","yes","father","technicians and associate professionals",5,"yes","service workers, market sales workers","general training/apprenticeship","no particular tendency","no particular tendency"
"340",25171,1,2517101,"woman",4,1948,51,"single, never married","german","roman catholic","","very well","active occupied",-2,1,"at least once a week",0,0,"university/postgrad","yes","yes","inapplicable","yes","father","skilled agricultural and fishery workers",5,"no","service workers, market sales workers","general training/apprenticeship","centre","centre"
"341",25181,1,2518101,"woman",10,1918,81,"married","german","protestant or reformed church","never","very well","not in labor force",-2,NA,"every day",0,2,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"no","elementary occupations","compulsory or less","centre","centre"
"342",25221,1,2522101,"woman",2,1954,45,"married","german","other","never","so, so (average)","active occupied",-2,4,"at least once a week",0,0,"general training/apprenticeship","yes","yes","inapplicable","yes","father","elementary occupations",1,"no","elementary occupations","compulsory or less","centre","don't know"
"343",25311,1,2531101,"woman",4,1933,66,"married","german","protestant or reformed church","","well","not in labor force",2400,8,"every day",1,3,"university/postgrad","yes","yes","inapplicable","yes","father","professionals",15,"yes","technicians and associate professionals","high school","centre","centre"
"344",25711,1,2571101,"woman",9,1929,70,"divorced","german","other","","very well","not in labor force",1e+05,4,"every day",0,3,"high school","yes","yes","inapplicable","yes","father","technicians and associate professionals",3,"no",NA,"compulsory or less","innaplicable","innaplicable"
"345",25751,1,2575101,"woman",11,1927,72,"widower/widow","german","roman catholic","never","well","not in labor force",26049.6,NA,"every day",0,2,"compulsory or less","yes","yes","inapplicable","yes","father",NA,1,"no",NA,"compulsory or less","right","right"
"346",25761,1,2576102,"woman",5,1939,60,"married","german","roman catholic","never","well","not in labor force",-2,4,"at least once a month",0,2,"compulsory or less","yes","yes","inapplicable","yes","mother","elementary occupations",0,"yes","elementary occupations","compulsory or less","don't know","don't know"
"347",25771,1,2577102,"woman",11,1950,49,"married","german","no denomination or religion","","well","active occupied",39000,4,"every day",2,2,"general training/apprenticeship","yes","yes","inapplicable","yes","both equally","technicians and associate professionals",5,"yes","service workers, market sales workers",NA,"innaplicable","innaplicable"
"348",25881,1,2588102,"woman",12,1938,61,"married","german","protestant or reformed church","","very well","active occupied",20000,NA,"every day",0,1,"general training/apprenticeship","yes","yes","inapplicable","yes","father","elementary occupations",3,"yes","elementary occupations","compulsory or less","centre","centre"
"349",26051,1,2605102,"woman",2,1937,62,"married","german","protestant or reformed church","","well","not in labor force",-5,8,"every day",0,2,"university/postgrad","yes","yes","inapplicable","yes","father","professionals",5,"no","service workers, market sales workers","compulsory or less","centre","centre"
"350",26101,1,2610101,"woman",10,1935,64,"divorced","german","protestant or reformed church","never","well","not in labor force",23328,8,"every day",0,3,"general training/apprenticeship","yes","no","inapplicable","yes","father","technicians and associate professionals",NA,NA,NA,NA,"innaplicable","innaplicable"
"351",26121,1,2612102,"woman",12,1935,64,"married","german","roman catholic","","so, so (average)","not in labor force",-1,8,"every day",0,3,"compulsory or less","no","yes","inapplicable","yes","mother","skilled agricultural and fishery workers",1,"no","craft and related trades workers","general training/apprenticeship","other","no particular tendency"
"352",26211,1,2621101,"woman",3,1942,57,"divorced","german","roman catholic","very often","very well","not in labor force",-1,28,"every day",0,2,"domestic science course, 1yr","no","no","inapplicable","no","father","elementary occupations",1,"no",NA,"compulsory or less","innaplicable","innaplicable"
"353",26251,1,2625102,"woman",1,1938,61,"married","german","protestant or reformed church","","very well","active occupied",-2,1,"every day",0,1,"general training/apprenticeship","yes","yes","inapplicable","yes","father","skilled agricultural and fishery workers",1,"yes","skilled agricultural and fishery workers","compulsory or less","innaplicable","innaplicable"
"354",26331,1,2633102,"woman",10,1922,77,"married","german","protestant or reformed church","","so, so (average)","not in labor force",-2,2,"every day",0,2,"general training/apprenticeship","yes","yes","inapplicable","yes","father","craft and related trades workers",3,"no","service workers, market sales workers","compulsory or less","innaplicable","innaplicable"
